time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	174	15	0	159	174	15	0	159
00:05:00	300	148	124	0	183	148	124	0	183
00:10:00	600	146	141	0	188	146	141	0	188
00:15:00	900	125	141	0	172	125	141	0	172
00:20:00	1200	113	129	0	156	113	129	0	156
00:25:00	1500	119	112	0	163	119	112	0	163
00:30:00	1800	129	119	0	173	129	119	0	173
00:35:00	2100	96	128	0	141	96	128	0	141
00:40:00	2400	96	106	0	131	96	106	0	131
00:45:00	2700	98	98	0	131	98	98	0	131
00:50:00	3000	89	96	0	124	89	96	0	124
00:55:00	3300	64	88	0	100	64	88	0	100
01:00:00	3600	106	86	0	120	106	86	0	120
01:05:00	3900	124	85	0	159	124	85	0	159
01:10:00	4200	111	117	0	153	111	117	0	153
01:15:00	4500	120	115	0	158	120	115	0	158
01:20:00	4800	118	112	0	164	118	112	0	164
01:25:00	5100	89	134	0	119	89	134	0	119
01:30:00	5400	103	91	0	131	103	91	0	131
01:35:00	5700	97	105	0	123	97	105	0	123
01:40:00	6000	88	106	0	105	88	106	0	105
01:45:00	6300	71	76	0	100	71	76	0	100
01:50:00	6600	100	70	0	130	100	70	0	130
01:55:00	6900	67	84	0	113	67	84	0	113
02:00:00	7200	92	85	0	120	92	85	0	120
02:05:00	7500	67	88	0	99	67	88	0	99
02:10:00	7800	73	79	0	93	73	79	0	93
02:15:00	8100	106	72	0	127	106	72	0	127
02:20:00	8400	90	88	0	129	90	88	0	129
02:25:00	8700	87	105	0	111	87	105	0	111
02:30:00	9000	101	84	0	128	101	84	0	128
02:35:00	9300	113	98	0	143	113	98	0	143
02:40:00	9600	116	103	0	156	116	103	0	156
02:45:00	9900	112	113	0	155	112	113	0	155
02:50:00	10200	114	110	0	159	114	110	0	159
02:55:00	10500	130	124	0	165	130	124	0	165
03:00:00	10800	125	120	0	170	125	120	0	170
03:05:00	11100	103	119	0	154	103	119	0	154
03:10:00	11400	121	118	0	157	121	118	0	157
03:15:00	11700	81	126	0	112	81	126	0	112
03:20:00	12000	128	94	0	146	128	94	0	146
03:25:00	12300	106	95	0	157	106	95	0	157
03:30:00	12600	99	120	0	136	99	120	0	136
03:35:00	12900	88	102	0	122	88	102	0	122
03:40:00	13200	109	87	0	144	109	87	0	144
03:45:00	13500	105	110	0	139	105	110	0	139
03:50:00	13800	87	105	0	121	87	105	0	121
03:55:00	14100	77	87	0	111	77	87	0	111
04:00:00	14400	132	89	0	154	132	89	0	154
04:05:00	14700	157	112	0	199	157	112	0	199
04:10:00	15000	179	154	0	224	179	154	0	224
04:15:00	15300	161	157	0	228	161	157	0	228
04:20:00	15600	150	171	0	207	150	171	0	207
04:25:00	15900	171	149	0	229	171	149	0	229
04:30:00	16200	147	161	0	215	147	161	0	215
04:35:00	16500	172	168	0	219	172	168	0	219
04:40:00	16800	181	166	0	234	181	166	0	234
04:45:00	17100	164	170	0	228	164	170	0	228
04:50:00	17400	181	173	0	236	181	173	0	236
04:55:00	17700	195	190	0	241	195	190	0	241
05:00:00	18000	629	208	0	662	629	208	0	662
05:05:00	18300	608	472	0	798	608	472	0	798
05:10:00	18600	616	598	0	816	616	598	0	816
05:15:00	18900	619	622	0	813	619	622	0	813
05:20:00	19200	666	617	0	862	666	617	0	862
05:25:00	19500	655	631	0	886	655	631	0	886
05:30:00	19800	658	646	0	898	658	646	0	898
05:35:00	20100	711	700	0	909	711	700	0	909
05:40:00	20400	725	674	0	960	725	674	0	960
