time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	173	16	0	157	173	16	0	157
00:05:00	300	140	120	0	177	140	120	0	177
00:10:00	600	146	143	0	180	146	143	0	180
00:15:00	900	119	128	0	171	119	128	0	171
00:20:00	1200	110	127	0	154	110	127	0	154
00:25:00	1500	125	113	0	166	125	113	0	166
00:30:00	1800	138	126	0	178	138	126	0	178
00:35:00	2100	101	135	0	144	101	135	0	144
00:40:00	2400	98	111	0	131	98	111	0	131
00:45:00	2700	95	97	0	129	95	97	0	129
00:50:00	3000	99	95	0	133	99	95	0	133
00:55:00	3300	65	92	0	106	65	92	0	106
01:00:00	3600	109	86	0	129	109	86	0	129
01:05:00	3900	118	88	0	159	118	88	0	159
01:10:00	4200	116	120	0	155	116	120	0	155
01:15:00	4500	108	116	0	147	108	116	0	147
01:20:00	4800	125	101	0	171	125	101	0	171
01:25:00	5100	88	138	0	121	88	138	0	121
01:30:00	5400	94	93	0	122	94	93	0	122
01:35:00	5700	103	102	0	123	103	102	0	123
01:40:00	6000	81	101	0	103	81	101	0	103
01:45:00	6300	72	79	0	96	72	79	0	96
01:50:00	6600	97	65	0	128	97	65	0	128
01:55:00	6900	63	81	0	110	63	81	0	110
02:00:00	7200	90	82	0	118	90	82	0	118
02:05:00	7500	71	87	0	102	71	87	0	102
02:10:00	7800	81	78	0	105	81	78	0	105
02:15:00	8100	96	79	0	122	96	79	0	122
02:20:00	8400	99	91	0	130	99	91	0	130
02:25:00	8700	96	104	0	122	96	104	0	122
02:30:00	9000	100	88	0	134	100	88	0	134
02:35:00	9300	112	102	0	144	112	102	0	144
02:40:00	9600	110	108	0	146	110	108	0	146
02:45:00	9900	112	109	0	149	112	109	0	149
02:50:00	10200	113	105	0	157	113	105	0	157
02:55:00	10500	138	126	0	169	138	126	0	169
03:00:00	10800	113	121	0	161	113	121	0	161
03:05:00	11100	91	108	0	144	91	108	0	144
03:10:00	11400	114	113	0	145	114	113	0	145
03:15:00	11700	84	114	0	115	84	114	0	115
03:20:00	12000	134	95	0	154	134	95	0	154
03:25:00	12300	115	104	0	165	115	104	0	165
03:30:00	12600	102	133	0	134	102	133	0	134
03:35:00	12900	97	95	0	136	97	95	0	136
03:40:00	13200	111	94	0	153	111	94	0	153
03:45:00	13500	103	111	0	145	103	111	0	145
03:50:00	13800	84	113	0	116	84	113	0	116
03:55:00	14100	69	86	0	99	69	86	0	99
04:00:00	14400	137	89	0	147	137	89	0	147
04:05:00	14700	164	113	0	198	164	113	0	198
04:10:00	15000	173	150	0	221	173	150	0	221
04:15:00	15300	165	149	0	237	165	149	0	237
04:20:00	15600	140	174	0	203	140	174	0	203
04:25:00	15900	178	149	0	232	178	149	0	232
04:30:00	16200	144	158	0	218	144	158	0	218
04:35:00	16500	175	181	0	212	175	181	0	212
04:40:00	16800	177	156	0	233	177	156	0	233
04:45:00	17100	164	170	0	227	164	170	0	227
04:50:00	17400	178	174	0	231	178	174	0	231
04:55:00	17700	188	182	0	237	188	182	0	237
05:00:00	18000	628	214	0	651	628	214	0	651
05:05:00	18300	621	474	0	798	621	474	0	798
05:10:00	18600	623	590	0	831	623	590	0	831
05:15:00	18900	629	632	0	828	629	632	0	828
05:20:00	19200	652	622	0	858	652	622	0	858
05:25:00	19500	668	629	0	897	668	629	0	897
05:30:00	19800	679	666	0	910	679	666	0	910
05:35:00	20100	698	700	0	908	698	700	0	908
05:40:00	20400	704	665	0	947	704	665	0	947
05:45:00	20700	694	711	0	930	694	711	0	930
05:50:00	21000	744	695	0	979	744	695	0	979
05:55:00	21300	781	722	0	1038	781	722	0	1038
06:00:00	21600	1857	824	0	2071	1857	824	0	2071
06:05:00	21900	1996	1471	0	2596	1996	1471	0	2596
06:10:00	22200	1844	1856	0	2584	1844	1856	0	2584
06:15:00	22500	1948	1881	0	2651	1948	1881	0	2651
06:20:00	22800	2010	1889	0	2772	2010	1889	0	2772
06:25:00	23100	1954	1931	0	2795	1954	1931	0	2795
06:30:00	23400	1885	1884	0	2796	1885	1884	0	2796
