time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	174	17	0	157	174	17	0	157
00:05:00	300	143	120	0	180	143	120	0	180
00:10:00	600	149	144	0	185	149	144	0	185
00:15:00	900	119	135	0	169	119	135	0	169
00:20:00	1200	105	127	0	147	105	127	0	147
00:25:00	1500	120	108	0	159	120	108	0	159
00:30:00	1800	146	126	0	179	146	126	0	179
00:35:00	2100	97	133	0	143	97	133	0	143
00:40:00	2400	93	104	0	132	93	104	0	132
00:45:00	2700	99	95	0	136	99	95	0	136
00:50:00	3000	87	97	0	126	87	97	0	126
00:55:00	3300	72	98	0	100	72	98	0	100
01:00:00	3600	107	82	0	125	107	82	0	125
01:05:00	3900	114	87	0	152	114	87	0	152
01:10:00	4200	115	115	0	152	115	115	0	152
01:15:00	4500	111	114	0	149	111	114	0	149
01:20:00	4800	118	105	0	162	118	105	0	162
01:25:00	5100	92	131	0	123	92	131	0	123
01:30:00	5400	97	92	0	128	97	92	0	128
01:35:00	5700	97	103	0	122	97	103	0	122
01:40:00	6000	86	102	0	106	86	102	0	106
01:45:00	6300	79	82	0	103	79	82	0	103
01:50:00	6600	94	69	0	128	94	69	0	128
01:55:00	6900	64	86	0	106	64	86	0	106
02:00:00	7200	95	75	0	126	95	75	0	126
02:05:00	7500	71	92	0	105	71	92	0	105
02:10:00	7800	76	83	0	98	76	83	0	98
02:15:00	8100	105	75	0	128	105	75	0	128
02:20:00	8400	89	91	0	126	89	91	0	126
02:25:00	8700	90	101	0	115	90	101	0	115
02:30:00	9000	105	87	0	133	105	87	0	133
02:35:00	9300	119	94	0	158	119	94	0	158
02:40:00	9600	115	114	0	159	115	114	0	159
02:45:00	9900	109	125	0	143	109	125	0	143
02:50:00	10200	116	105	0	154	116	105	0	154
02:55:00	10500	125	122	0	157	125	122	0	157
03:00:00	10800	115	110	0	162	115	110	0	162
03:05:00	11100	102	113	0	151	102	113	0	151
03:10:00	11400	127	118	0	160	127	118	0	160
03:15:00	11700	89	123	0	126	89	123	0	126
03:20:00	12000	122	101	0	147	122	101	0	147
03:25:00	12300	117	100	0	164	117	100	0	164
03:30:00	12600	95	120	0	139	95	120	0	139
03:35:00	12900	94	105	0	128	94	105	0	128
03:40:00	13200	109	92	0	145	109	92	0	145
03:45:00	13500	99	106	0	138	99	106	0	138
03:50:00	13800	85	105	0	118	85	105	0	118
03:55:00	14100	73	94	0	97	73	94	0	97
04:00:00	14400	136	78	0	155	136	78	0	155
04:05:00	14700	161	115	0	201	161	115	0	201
04:10:00	15000	171	155	0	217	171	155	0	217
04:15:00	15300	151	152	0	216	151	152	0	216
04:20:00	15600	156	164	0	208	156	164	0	208
04:25:00	15900	176	152	0	232	176	152	0	232
04:30:00	16200	146	158	0	220	146	158	0	220
04:35:00	16500	172	177	0	215	172	177	0	215
04:40:00	16800	188	169	0	234	188	169	0	234
04:45:00	17100	162	164	0	232	162	164	0	232
04:50:00	17400	180	181	0	231	180	181	0	231
04:55:00	17700	183	177	0	237	183	177	0	237
05:00:00	18000	615	206	0	646	615	206	0	646
05:05:00	18300	612	471	0	787	612	471	0	787
05:10:00	18600	632	585	0	834	632	585	0	834
05:15:00	18900	619	630	0	823	619	630	0	823
05:20:00	19200	666	627	0	862	666	627	0	862
05:25:00	19500	664	622	0	904	664	622	0	904
05:30:00	19800	645	669	0	880	645	669	0	880
05:35:00	20100	728	686	0	922	728	686	0	922
05:40:00	20400	717	670	0	969	717	670	0	969
05:45:00	20700	661	721	0	909	661	721	0	909
05:50:00	21000	768	691	0	986	768	691	0	986
05:55:00	21300	742	706	0	1022	742	706	0	1022
06:00:00	21600	1874	820	0	2076	1874	820	0	2076
06:05:00	21900	1967	1487	0	2556	1967	1487	0	2556
06:10:00	22200	1876	1841	0	2591	1876	1841	0	2591
06:15:00	22500	1963	1868	0	2686	1963	1868	0	2686
06:20:00	22800	1990	1921	0	2755	1990	1921	0	2755
06:25:00	23100	1951	1906	0	2800	1951	1906	0	2800
06:30:00	23400	1920	1905	0	2815	1920	1905	0	2815
06:35:00	23700	1955	1892	0	2878	1955	1892	0	2878
06:40:00	24000	1943	1907	0	2914	1943	1907	0	2914
06:45:00	24300	1898	1929	0	2883	1898	1929	0	2883
06:50:00	24600	1993	1873	0	3003	1993	1873	0	3003
06:55:00	24900	1955	1894	0	3064	1955	1894	0	3064
07:00:00	25200	2557	1978	0	3643	2557	1978	0	3643
07:05:00	25500	2514	2144	0	4013	2514	2144	0	4013
07:10:00	25800	2465	2271	0	4207	2465	2271	0	4207
07:15:00	26100	2487	2289	0	4405	2487	2289	0	4405
07:20:00	26400	2505	2201	0	4709	2505	2201	0	4709
07:25:00	26700	2453	2303	0	4859	2453	2303	0	4859
07:30:00	27000	2416	2260	0	5015	2416	2260	0	5015
07:35:00	27300	2453	2155	0	5313	2453	2155	0	5313
07:40:00	27600	2401	2187	0	5527	2401	2187	0	5527
07:45:00	27900	2429	2256	0	5700	2429	2256	0	5700
07:50:00	28200	2401	2185	0	5916	2401	2185	0	5916
07:55:00	28500	2429	2122	0	6223	2429	2122	0	6223
08:00:00	28800	1061	2104	0	5180	1061	2104	0	5180
08:05:00	29100	1020	1742	0	4458	1020	1742	0	4458
08:10:00	29400	1050	1353	0	4155	1050	1353	0	4155
08:15:00	29700	1031	1272	0	3914	1031	1272	0	3914
08:20:00	30000	977	1259	0	3632	977	1259	0	3632
08:25:00	30300	1007	1241	0	3398	1007	1241	0	3398
08:30:00	30600	994	1147	0	3245	994	1147	0	3245
08:35:00	30900	1047	1223	0	3069	1047	1223	0	3069
08:40:00	31200	920	1115	0	2874	920	1115	0	2874
08:45:00	31500	999	1077	0	2796	999	1077	0	2796
08:50:00	31800	982	1119	0	2659	982	1119	0	2659
08:55:00	32100	989	1067	0	2581	989	1067	0	2581
09:00:00	32400	389	1039	0	1931	389	1039	0	1931
09:05:00	32700	396	757	0	1570	396	757	0	1570
09:10:00	33000	392	572	0	1390	392	572	0	1390
09:15:00	33300	358	570	0	1178	358	570	0	1178
09:20:00	33600	335	511	0	1002	335	511	0	1002
09:25:00	33900	344	495	0	851	344	495	0	851
09:30:00	34200	337	478	0	710	337	478	0	710
09:35:00	34500	340	438	0	612	340	438	0	612
09:40:00	34800	319	436	0	495	319	436	0	495
09:45:00	35100	346	390	0	451	346	390	0	451
09:50:00	35400	331	310	0	472	331	310	0	472
09:55:00	35700	341	337	0	476	341	337	0	476
10:00:00	36000	283	364	0	395	283	364	0	395
10:05:00	36300	249	298	0	346	249	298	0	346
10:10:00	36600	250	257	0	339	250	257	0	339
10:15:00	36900	259	262	0	336	259	262	0	336
10:20:00	37200	254	263	0	327	254	263	0	327
10:25:00	37500	244	229	0	342	244	229	0	342
10:30:00	37800	261	260	0	343	261	260	0	343
10:35:00	38100	245	260	0	328	245	260	0	328
10:40:00	38400	262	249	0	341	262	249	0	341
10:45:00	38700	292	254	0	379	292	254	0	379
10:50:00	39000	255	289	0	345	255	289	0	345
10:55:00	39300	253	259	0	339	253	259	0	339
11:00:00	39600	139	247	0	231	139	247	0	231
11:05:00	39900	128	186	0	173	128	186	0	173
11:10:00	40200	99	139	0	133	99	139	0	133
11:15:00	40500	128	106	0	155	128	106	0	155
11:20:00	40800	132	125	0	162	132	125	0	162
11:25:00	41100	147	112	0	197	147	112	0	197
11:30:00	41400	115	143	0	169	115	143	0	169
11:35:00	41700	136	135	0	170	136	135	0	170
11:40:00	42000	130	115	0	185	130	115	0	185
11:45:00	42300	128	135	0	178	128	135	0	178
11:50:00	42600	123	145	0	156	123	145	0	156
11:55:00	42900	143	111	0	188	143	111	0	188
12:00:00	43200	246	148	0	286	246	148	0	286
12:05:00	43500	256	205	0	337	256	205	0	337
12:10:00	43800	301	269	0	369	301	269	0	369
12:15:00	44100	275	259	0	385	275	259	0	385
12:20:00	44400	286	286	0	385	286	286	0	385
12:25:00	44700	291	275	0	401	291	275	0	401
12:30:00	45000	273	299	0	375	273	299	0	375
12:35:00	45300	288	287	0	376	288	287	0	376
12:40:00	45600	310	287	0	399	310	287	0	399
12:45:00	45900	314	289	0	424	314	289	0	424
12:50:00	46200	289	312	0	401	289	312	0	401
12:55:00	46500	301	311	0	391	301	311	0	391
13:00:00	46800	482	307	0	566	482	307	0	566
13:05:00	47100	467	390	0	643	467	390	0	643
13:10:00	47400	464	484	0	623	464	484	0	623
13:15:00	47700	480	477	0	626	480	477	0	626
13:20:00	48000	463	468	0	621	463	468	0	621
13:25:00	48300	463	472	0	612	463	472	0	612
13:30:00	48600	480	467	0	625	480	467	0	625
13:35:00	48900	427	451	0	601	427	451	0	601
13:40:00	49200	504	488	0	617	504	488	0	617
13:45:00	49500	550	476	0	691	550	476	0	691
13:50:00	49800	539	487	0	743	539	487	0	743
13:55:00	50100	487	560	0	670	487	560	0	670
14:00:00	50400	322	504	0	488	322	504	0	488
14:05:00	50700	345	372	0	461	345	372	0	461
14:10:00	51000	393	340	0	514	393	340	0	514
14:15:00	51300	447	367	0	594	447	367	0	594
14:20:00	51600	477	451	0	620	477	451	0	620
14:25:00	51900	486	451	0	655	486	451	0	655
14:30:00	52200	577	515	0	717	577	515	0	717
